page;compartiment;selecteur;avant_plan;arriere_plan;ratio;seuil_attendu;taille_px;graisse;extrait
admin-produit-formulaire;conforme;.sidebar-section:nth-child(2) > .sidebar-section-label;#69707d;#ffffff;4,98;4.5:1;8.3pt (11px);bold;<div class="sidebar-section-label">Vue d'ensemble</div>
admin-produit-formulaire;conforme;a[href$="dashboard"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/dashboard" class="sidebar-item">Tableau de bord</a>
admin-produit-formulaire;conforme;.sidebar-section:nth-child(3) > .sidebar-section-label;#69707d;#ffffff;4,98;4.5:1;8.3pt (11px);bold;<div class="sidebar-section-label">Catalogue</div>
admin-produit-formulaire;conforme;a[href$="categories"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/categories" class="sidebar-item">Catégories</a>
admin-produit-formulaire;conforme;.active;#1a1a1a;#fff3d1;15,74;4.5:1;11.3pt (15px);normal;<a href="/admin/products" class="sidebar-item active">Produits</a>
admin-produit-formulaire;conforme;a[href$="by-category"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/products/by-category" class="sidebar-item">Produits par catégorie</a>
admin-produit-formulaire;conforme;a[href$="menus"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/menus" class="sidebar-item">Menus</a>
admin-produit-formulaire;conforme;.sidebar-section:nth-child(4) > .sidebar-section-label;#69707d;#ffffff;4,98;4.5:1;8.3pt (11px);bold;<div class="sidebar-section-label">Stock</div>
admin-produit-formulaire;conforme;a[href$="ingredients"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/ingredients" class="sidebar-item">Ingrédients</a>
admin-produit-formulaire;conforme;.sidebar-section:nth-child(5) > .sidebar-section-label;#69707d;#ffffff;4,98;4.5:1;8.3pt (11px);bold;<div class="sidebar-section-label">Pilotage</div>
admin-produit-formulaire;conforme;.sidebar-item[href$="orders"]:nth-child(2);#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/counter/orders" class="sidebar-item">Saisie commande</a>
admin-produit-formulaire;conforme;a[href$="stats"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/stats" class="sidebar-item">Statistiques</a>
admin-produit-formulaire;conforme;.sidebar-item[href$="orders"]:nth-child(4);#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/orders" class="sidebar-item">Commandes</a>
admin-produit-formulaire;conforme;a[href$="display"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/kitchen/display" class="sidebar-item">Cuisine (KDS)</a>
admin-produit-formulaire;conforme;.sidebar-section:nth-child(6) > .sidebar-section-label;#69707d;#ffffff;4,98;4.5:1;8.3pt (11px);bold;<div class="sidebar-section-label">Administration</div>
admin-produit-formulaire;conforme;a[href$="users"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/users" class="sidebar-item">Utilisateurs</a>
admin-produit-formulaire;conforme;a[href$="roles"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/roles" class="sidebar-item">Rôles</a>
admin-produit-formulaire;conforme;label[for="description"];#4a4a4a;#f5f5f5;8,12;4.5:1;9.0pt (12px);normal;<label class="form-label" for="description">Description</label>
admin-produit-formulaire;conforme;#description;#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);normal;<textarea class="form-input" id="description" name="description"></textarea>
admin-produit-formulaire;conforme;label[for="price_cents"];#4a4a4a;#f5f5f5;8,12;4.5:1;9.0pt (12px);normal;<label class="form-label" for="price_cents">Prix (en euros)</label>
admin-produit-formulaire;conforme;#price_cents;#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);normal;<input class="form-input" type="text" inputmode="decimal" id="price_cents" name="price_cents" patter
admin-produit-formulaire;conforme;label[for="vat_rate"];#4a4a4a;#f5f5f5;8,12;4.5:1;9.0pt (12px);normal;<label class="form-label" for="vat_rate">TVA</label>
admin-produit-formulaire;conforme;#vat_rate;#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);normal;<select class="form-input" id="vat_rate" name="vat_rate"> <option value="100" selected="">10% (sur p
admin-produit-formulaire;conforme;label[for="image_file"];#4a4a4a;#f5f5f5;8,12;4.5:1;9.0pt (12px);normal;<label class="form-label" for="image_file">Image du produit</label>
admin-produit-formulaire;conforme;#image_file;#1a1a1a;#fafbfc;16,79;4.5:1;10.5pt (14px);normal;<input class="image-drop-input" type="file" id="image_file" name="image_file" accept="image/jpeg,ima
admin-produit-formulaire;conforme;p[data-image-drop-hint=""];#5a6472;#fafbfc;5,79;4.5:1;8.9pt (11.9px);normal;<p class="image-drop-note" data-image-drop-hint=""> Glissez une image ici, ou utilisez le bouton ci-
admin-produit-formulaire;conforme;.form-group:nth-child(7) > details > summary;#1a1a1a;#f5f5f5;15,96;4.5:1;10.5pt (14px);bold;<summary>Ou : chemin d'une image déjà présente sur le serveur (optionnel)</summary>
admin-produit-formulaire;conforme;label[for="display_order"];#4a4a4a;#f5f5f5;8,12;4.5:1;9.0pt (12px);normal;<label class="form-label" for="display_order">Ordre d'affichage</label>
admin-produit-formulaire;conforme;#display_order;#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);normal;<input class="form-input" type="number" id="display_order" name="display_order" min="0" max="65535" 
admin-produit-formulaire;conforme;.form-check > span;#1a1a1a;#f5f5f5;15,96;4.5:1;10.5pt (14px);normal;<span>Disponible à la vente</span>
admin-produit-formulaire;conforme;.form-card > details > summary;#1a1a1a;#f5f5f5;15,96;4.5:1;10.5pt (14px);bold;<summary>Tailles et format Maxi (optionnel)</summary>
admin-produit-formulaire;conforme;.form-card > fieldset > legend;#1a1a1a;#f5f5f5;15,96;4.5:1;11.3pt (15px);bold;<legend>Composition du produit (sa recette)</legend>
admin-produit-formulaire;conforme;fieldset > p > small;#1a1a1a;#f5f5f5;15,96;4.5:1;8.8pt (11.6667px);normal;<small>Les ingrédients qui composent ce produit. Un ingrédient non retirable dont le stock tombe à 0
admin-produit-formulaire;conforme;.recipe-line-existing > legend;#4a4a4a;#f5f5f5;8,12;4.5:1;9.0pt (12px);bold;<legend>Ingrédient du catalogue</legend>
admin-produit-formulaire;conforme;.recipe-field--wide > .recipe-field__label;#4a4a4a;#f5f5f5;8,12;4.5:1;9.0pt (12px);normal;<span class="recipe-field__label">Ingrédient</span>
admin-produit-formulaire;conforme;.recipe-ingredient;#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);normal;<select class="form-input recipe-ingredient">
admin-produit-formulaire;conforme;.recipe-line-existing > .recipe-line__fields > .recipe-field--num.recipe-field:nth-child(2) > .recipe-field__label;#4a4a4a;#f5f5f5;8,12;4.5:1;9.0pt (12px);normal;<span class="recipe-field__label">Qté normale</span>
admin-produit-formulaire;conforme;.recipe-field--num.recipe-field:nth-child(2) > .recipe-qn[min="1"][type="number"];#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);normal;<input class="form-input recipe-qn" type="number" min="1">
admin-produit-formulaire;conforme;.recipe-line-existing > .recipe-line__fields > .recipe-field--num.recipe-field:nth-child(3) > .recipe-field__label;#4a4a4a;#f5f5f5;8,12;4.5:1;9.0pt (12px);normal;<span class="recipe-field__label">Qté maxi</span>
admin-produit-formulaire;conforme;.recipe-field--num.recipe-field:nth-child(3) > .recipe-qm[min="1"][type="number"];#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);normal;<input class="form-input recipe-qm" type="number" min="1">
admin-produit-formulaire;conforme;.recipe-line-existing > .recipe-line__fields > .recipe-field--num.recipe-field:nth-child(4) > .recipe-field__label;#4a4a4a;#f5f5f5;8,12;4.5:1;9.0pt (12px);normal;<span class="recipe-field__label">Supplément (€)</span>
admin-produit-formulaire;conforme;.recipe-field--num.recipe-field:nth-child(4) > .recipe-extra[inputmode="decimal"][type="text"];#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);normal;<input class="form-input recipe-extra" type="text" inputmode="decimal">
admin-produit-formulaire;conforme;.recipe-check:nth-child(5) > span;#1a1a1a;#f5f5f5;15,96;4.5:1;10.5pt (14px);normal;<span>Retirable</span>
admin-produit-formulaire;conforme;.recipe-check:nth-child(6) > span;#1a1a1a;#f5f5f5;15,96;4.5:1;10.5pt (14px);normal;<span>Ajoutable</span>
admin-produit-formulaire;conforme;.recipe-line-existing > .recipe-line__fields > .recipe-remove.btn-secondary.btn;#4a4a4a;#ffffff;8,86;4.5:1;9.8pt (13px);normal;<button class="btn btn-secondary recipe-remove" type="button">Retirer</button>
admin-produit-formulaire;conforme;.recipe-line-new > legend;#4a4a4a;#f5f5f5;8,12;4.5:1;9.0pt (12px);bold;<legend>Nouvel ingrédient (créé à stock 0)</legend>
admin-produit-formulaire;conforme;.recipe-field--text.recipe-field:nth-child(1) > .recipe-field__label;#4a4a4a;#f5f5f5;8,12;4.5:1;9.0pt (12px);normal;<span class="recipe-field__label">Nom</span>
admin-produit-formulaire;conforme;.recipe-new-name;#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);normal;<input class="form-input recipe-new-name" type="text" placeholder="ex. Sauce maison">
admin-produit-formulaire;conforme;.recipe-line-new > .recipe-line__fields > .recipe-field--num.recipe-field:nth-child(2) > .recipe-field__label;#4a4a4a;#f5f5f5;8,12;4.5:1;9.0pt (12px);normal;<span class="recipe-field__label">Unité</span>
admin-produit-formulaire;conforme;.recipe-new-unit;#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);normal;<input class="form-input recipe-new-unit" type="text" placeholder="ex. g, unité, cl">
admin-produit-formulaire;conforme;.recipe-line-new > .recipe-line__fields > .recipe-field--num.recipe-field:nth-child(3) > .recipe-field__label;#4a4a4a;#f5f5f5;8,12;4.5:1;9.0pt (12px);normal;<span class="recipe-field__label">Taille du conditionnement (optionnel)</span>
admin-produit-formulaire;conforme;.recipe-new-pack;#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);normal;<input class="form-input recipe-new-pack" type="number" min="1">
admin-produit-formulaire;conforme;.recipe-line-new > .recipe-line__fields > .recipe-field--num.recipe-field:nth-child(4) > .recipe-field__label;#4a4a4a;#f5f5f5;8,12;4.5:1;9.0pt (12px);normal;<span class="recipe-field__label">Capacité (optionnel, 100 par défaut)</span>
admin-produit-formulaire;conforme;.recipe-new-capacity;#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);normal;<input class="form-input recipe-new-capacity" type="number" min="1">
admin-produit-formulaire;conforme;.recipe-field--text.recipe-field:nth-child(5) > .recipe-field__label;#4a4a4a;#f5f5f5;8,12;4.5:1;9.0pt (12px);normal;<span class="recipe-field__label">Nom du conditionnement (optionnel)</span>
admin-produit-formulaire;conforme;.recipe-new-packlabel;#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);normal;<input class="form-input recipe-new-packlabel" type="text" placeholder="ex. sachet 1kg">
admin-produit-formulaire;conforme;.recipe-note;#69707d;#f5f5f5;4,57;4.5:1;9.0pt (12px);normal;<p class="recipe-note">Cet ingrédient sera créé dans Stock avec 0 en stock : pensez à le réapprovisi
admin-produit-formulaire;conforme;.a11y-toggle__icon;#1a1a1a;#ffffff;17,4;4.5:1;11.3pt (15px);bold;<span class="a11y-toggle__icon" aria-hidden="true">Aa</span>
admin-produit-formulaire;conforme;.a11y-toggle__label;#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);bold;<span class="a11y-toggle__label">Police adaptée</span>
admin-produits;conforme;.topbar-user-avatar;#ffc72c;#1a1a1a;11,15;4.5:1;9.8pt (13px);bold;<div class="topbar-user-avatar">WA</div>
admin-produits;conforme;.topbar-user-name;#1a1a1a;#ffffff;17,4;4.5:1;10.5pt (14px);bold;<div class="topbar-user-name">Wakdo Admin</div>
admin-produits;conforme;.topbar-user-role;#69707d;#ffffff;4,98;4.5:1;8.3pt (11px);normal;<div class="topbar-user-role">Administrateur</div>
admin-produits;conforme;.sidebar-brand-name;#1a1a1a;#ffffff;17,4;3:1;15.8pt (21px);bold;<span class="sidebar-brand-name">Wak<span>do</span></span>
admin-produits;conforme;.sidebar-brand-name > span;#ae7f09;#ffffff;3,59;3:1;15.8pt (21px);bold;<span>do</span>
admin-produits;conforme;.sidebar-section:nth-child(2) > .sidebar-section-label;#69707d;#ffffff;4,98;4.5:1;8.3pt (11px);bold;<div class="sidebar-section-label">Vue d'ensemble</div>
admin-produits;conforme;a[href$="dashboard"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/dashboard" class="sidebar-item">Tableau de bord</a>
admin-produits;conforme;.sidebar-section:nth-child(3) > .sidebar-section-label;#69707d;#ffffff;4,98;4.5:1;8.3pt (11px);bold;<div class="sidebar-section-label">Catalogue</div>
admin-produits;conforme;a[href$="categories"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/categories" class="sidebar-item">Catégories</a>
admin-produits;conforme;.active;#1a1a1a;#fff3d1;15,74;4.5:1;11.3pt (15px);normal;<a href="/admin/products" class="sidebar-item active">Produits</a>
admin-produits;conforme;.sidebar-item[href$="by-category"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/products/by-category" class="sidebar-item">Produits par catégorie</a>
admin-produits;conforme;a[href$="menus"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/menus" class="sidebar-item">Menus</a>
admin-produits;conforme;.sidebar-section:nth-child(4) > .sidebar-section-label;#69707d;#ffffff;4,98;4.5:1;8.3pt (11px);bold;<div class="sidebar-section-label">Stock</div>
admin-produits;conforme;a[href$="ingredients"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/ingredients" class="sidebar-item">Ingrédients</a>
admin-produits;conforme;.sidebar-section:nth-child(5) > .sidebar-section-label;#69707d;#ffffff;4,98;4.5:1;8.3pt (11px);bold;<div class="sidebar-section-label">Pilotage</div>
admin-produits;conforme;.sidebar-item[href$="orders"]:nth-child(2);#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/counter/orders" class="sidebar-item">Saisie commande</a>
admin-produits;conforme;a[href$="stats"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/stats" class="sidebar-item">Statistiques</a>
admin-produits;conforme;.sidebar-item[href$="orders"]:nth-child(4);#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/orders" class="sidebar-item">Commandes</a>
admin-produits;conforme;a[href$="display"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/kitchen/display" class="sidebar-item">Cuisine (KDS)</a>
admin-produits;conforme;.sidebar-section:nth-child(6) > .sidebar-section-label;#69707d;#ffffff;4,98;4.5:1;8.3pt (11px);bold;<div class="sidebar-section-label">Administration</div>
admin-produits;conforme;a[href$="users"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/users" class="sidebar-item">Utilisateurs</a>
admin-produits;conforme;a[href$="roles"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/roles" class="sidebar-item">Rôles</a>
admin-produits;conforme;h1;#1a1a1a;#f5f5f5;15,96;3:1;15.0pt (20px);bold;<h1 class="page-title">Produits</h1>
admin-produits;conforme;p;#69707d;#f5f5f5;4,57;4.5:1;9.8pt (13px);normal;<p class="page-subtitle">Gestion des produits du catalogue</p>
admin-produits;conforme;.btn-secondary.btn[href$="by-category"];#4a4a4a;#ffffff;8,86;4.5:1;9.8pt (13px);normal;<a class="btn btn-secondary" href="/admin/products/by-category">Vue par catégorie</a>
admin-produits;conforme;.btn-primary;#1a1a1a;#ffc72c;11,15;4.5:1;9.8pt (13px);normal;<a class="btn btn-primary" href="/admin/products/new">Nouveau produit</a>
admin-produits;conforme;th:nth-child(1);#69707d;#f9fafb;4,76;4.5:1;9.0pt (12px);normal;<th>Nom</th>
admin-produits;conforme;th:nth-child(2);#69707d;#f9fafb;4,76;4.5:1;9.0pt (12px);normal;<th>Catégorie</th>
admin-produits;conforme;th:nth-child(3);#69707d;#f9fafb;4,76;4.5:1;9.0pt (12px);normal;<th class="table-num">Prix</th>
admin-produits;conforme;th:nth-child(4);#69707d;#f9fafb;4,76;4.5:1;9.0pt (12px);normal;<th>TVA</th>
admin-produits;conforme;th:nth-child(5);#69707d;#f9fafb;4,76;4.5:1;9.0pt (12px);normal;<th>Statut</th>
admin-produits;conforme;tr[data-row-key="product:38"] > .fw-600;#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);normal;<td class="fw-600"> Brownie </td>
admin-produits;conforme;tr[data-row-key="product:38"] > .muted:nth-child(2);#69707d;#ffffff;4,98;4.5:1;9.8pt (13px);normal;<td class="muted">Desserts</td>
admin-produits;conforme;tr[data-row-key="product:38"] > .table-num;#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);normal;<td class="table-num">2,60 EUR</td>
admin-produits;conforme;tr[data-row-key="product:38"] > .muted:nth-child(4);#69707d;#ffffff;4,98;4.5:1;9.8pt (13px);normal;<td class="muted">10%</td>
admin-produits;conforme;tr[data-row-key="product:38"] > td:nth-child(5) > .pill-success.pill;#065f46;#d1fae5;6,77;4.5:1;9.0pt (12px);normal;<span class="pill pill-success">Disponible</span>
admin-produits;conforme;tr[data-row-key="product:38"] > td:nth-child(6) > .row-actions > .btn-secondary.btn[href$="edit"];#4a4a4a;#ffffff;8,86;4.5:1;9.8pt (13px);normal;<a class="btn btn-secondary" href="/admin/products/38/edit">Modifier</a>
admin-produits;conforme;tr[data-row-key="product:38"] > td:nth-child(6) > .row-actions > .btn-secondary.btn[href$="recipe"];#4a4a4a;#ffffff;8,86;4.5:1;9.8pt (13px);normal;<a class="btn btn-secondary" href="/admin/products/38/recipe">Recette</a>
admin-produits;conforme;tr[data-row-key="product:38"] > td:nth-child(6) > .row-actions > .row-actions__danger > .btn-secondary.btn[href$="delete"];#4a4a4a;#ffffff;8,86;4.5:1;9.8pt (13px);normal;<a class="btn btn-secondary" href="/admin/products/38/delete">Supprimer</a>
admin-produits;conforme;tr[data-row-key="product:27"] > .fw-600;#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);normal;<td class="fw-600"> Cheeseburger </td>
admin-produits;conforme;tr[data-row-key="product:27"] > .muted:nth-child(2);#69707d;#ffffff;4,98;4.5:1;9.8pt (13px);normal;<td class="muted">Encas</td>
admin-produits;conforme;tr[data-row-key="product:27"] > .table-num;#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);normal;<td class="table-num">2,60 EUR</td>
admin-produits;conforme;tr[data-row-key="product:27"] > .muted:nth-child(4);#69707d;#ffffff;4,98;4.5:1;9.8pt (13px);normal;<td class="muted">10%</td>
admin-produits;conforme;tr[data-row-key="product:27"] > td:nth-child(5) > .pill-success.pill;#065f46;#d1fae5;6,77;4.5:1;9.0pt (12px);normal;<span class="pill pill-success">Disponible</span>
admin-produits;conforme;tr[data-row-key="product:27"] > td:nth-child(6) > .row-actions > .btn-secondary.btn[href$="edit"];#4a4a4a;#ffffff;8,86;4.5:1;9.8pt (13px);normal;<a class="btn btn-secondary" href="/admin/products/27/edit">Modifier</a>
admin-produits;conforme;tr[data-row-key="product:27"] > td:nth-child(6) > .row-actions > .btn-secondary.btn[href$="recipe"];#4a4a4a;#ffffff;8,86;4.5:1;9.8pt (13px);normal;<a class="btn btn-secondary" href="/admin/products/27/recipe">Recette</a>
admin-produits;conforme;tr[data-row-key="product:27"] > td:nth-child(6) > .row-actions > .row-actions__danger > .btn-secondary.btn[href$="delete"];#4a4a4a;#ffffff;8,86;4.5:1;9.8pt (13px);normal;<a class="btn btn-secondary" href="/admin/products/27/delete">Supprimer</a>
admin-produits;conforme;tr[data-row-key="product:47"] > .fw-600;#1a1a1a;#f9fafb;16,65;4.5:1;9.8pt (13px);normal;<td class="fw-600"> Classic Barbecue </td>
admin-produits;conforme;tr[data-row-key="product:47"] > .muted:nth-child(2);#69707d;#f9fafb;4,76;4.5:1;9.8pt (13px);normal;<td class="muted">Sauces</td>
admin-produits;conforme;tr[data-row-key="product:47"] > .table-num;#1a1a1a;#f9fafb;16,65;4.5:1;9.8pt (13px);normal;<td class="table-num">0,70 EUR</td>
admin-produits;conforme;tr[data-row-key="product:47"] > .muted:nth-child(4);#69707d;#f9fafb;4,76;4.5:1;9.8pt (13px);normal;<td class="muted">10%</td>
admin-produits;conforme;tr[data-row-key="product:47"] > td:nth-child(5) > .pill-success.pill;#065f46;#d1fae5;6,77;4.5:1;9.0pt (12px);normal;<span class="pill pill-success">Disponible</span>
admin-produits;conforme;tr[data-row-key="product:47"] > td:nth-child(6) > .row-actions > .btn-secondary.btn[href$="edit"];#4a4a4a;#ffffff;8,86;4.5:1;9.8pt (13px);normal;<a class="btn btn-secondary" href="/admin/products/47/edit">Modifier</a>
admin-produits;conforme;tr[data-row-key="product:47"] > td:nth-child(6) > .row-actions > .btn-secondary.btn[href$="recipe"];#4a4a4a;#ffffff;8,86;4.5:1;9.8pt (13px);normal;<a class="btn btn-secondary" href="/admin/products/47/recipe">Recette</a>
admin-produits;conforme;tr[data-row-key="product:47"] > td:nth-child(6) > .row-actions > .row-actions__danger > .btn-secondary.btn[href$="delete"];#4a4a4a;#ffffff;8,86;4.5:1;9.8pt (13px);normal;<a class="btn btn-secondary" href="/admin/products/47/delete">Supprimer</a>
admin-produits;conforme;tr[data-row-key="product:14"] > .fw-600;#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);normal;<td class="fw-600"> Coca Cola </td>
admin-produits;conforme;tr[data-row-key="product:14"] > .muted:nth-child(2);#69707d;#ffffff;4,98;4.5:1;9.8pt (13px);normal;<td class="muted">Boissons</td>
admin-produits;conforme;tr[data-row-key="product:14"] > .table-num;#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);normal;<td class="table-num">1,90 EUR</td>
admin-produits;conforme;tr[data-row-key="product:14"] > .muted:nth-child(4);#69707d;#ffffff;4,98;4.5:1;9.8pt (13px);normal;<td class="muted">10%</td>
admin-produits;conforme;tr[data-row-key="product:14"] > td:nth-child(5) > .pill-success.pill;#065f46;#d1fae5;6,77;4.5:1;9.0pt (12px);normal;<span class="pill pill-success">Disponible</span>
admin-produits;conforme;tr[data-row-key="product:14"] > td:nth-child(6) > .row-actions > .btn-secondary.btn[href$="edit"];#4a4a4a;#ffffff;8,86;4.5:1;9.8pt (13px);normal;<a class="btn btn-secondary" href="/admin/products/14/edit">Modifier</a>
admin-produits;conforme;tr[data-row-key="product:14"] > td:nth-child(6) > .row-actions > .btn-secondary.btn[href$="recipe"];#4a4a4a;#ffffff;8,86;4.5:1;9.8pt (13px);normal;<a class="btn btn-secondary" href="/admin/products/14/recipe">Recette</a>
admin-produits;conforme;tr[data-row-key="product:14"] > td:nth-child(6) > .row-actions > .row-actions__danger > .btn-secondary.btn[href$="delete"];#4a4a4a;#ffffff;8,86;4.5:1;9.8pt (13px);normal;<a class="btn btn-secondary" href="/admin/products/14/delete">Supprimer</a>
admin-produits;conforme;tr[data-row-key="product:54"] > .fw-600;#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);normal;<td class="fw-600">
admin-produits;conforme;tr[data-row-key="product:54"] > .fw-600 > .pill-neutral.pill;#374151;#f3f4f6;9,36;4.5:1;9.0pt (12px);normal;<span class="pill pill-neutral" title="Cette ligne est une variante de taille, pas un produit affich
admin-produits;conforme;tr[data-row-key="product:54"] > .muted:nth-child(2);#69707d;#ffffff;4,98;4.5:1;9.8pt (13px);normal;<td class="muted">Boissons</td>
admin-produits;conforme;tr[data-row-key="product:54"] > .table-num;#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);normal;<td class="table-num">2,40 EUR</td>
admin-produits;conforme;tr[data-row-key="product:54"] > .muted:nth-child(4);#69707d;#ffffff;4,98;4.5:1;9.8pt (13px);normal;<td class="muted">10%</td>
admin-produits;conforme;tr[data-row-key="product:54"] > td:nth-child(5) > .pill-success.pill;#065f46;#d1fae5;6,77;4.5:1;9.0pt (12px);normal;<span class="pill pill-success">Disponible</span>
admin-produits;conforme;tr[data-row-key="product:54"] > td:nth-child(6) > .row-actions > .btn-secondary.btn[href$="edit"];#4a4a4a;#ffffff;8,86;4.5:1;9.8pt (13px);normal;<a class="btn btn-secondary" href="/admin/products/54/edit">Modifier</a>
admin-produits;conforme;tr[data-row-key="product:54"] > td:nth-child(6) > .row-actions > .btn-secondary.btn[href$="recipe"];#4a4a4a;#ffffff;8,86;4.5:1;9.8pt (13px);normal;<a class="btn btn-secondary" href="/admin/products/54/recipe">Recette</a>
admin-produits;conforme;tr[data-row-key="product:54"] > td:nth-child(6) > .row-actions > .row-actions__danger > .btn-secondary.btn[href$="delete"];#4a4a4a;#ffffff;8,86;4.5:1;9.8pt (13px);normal;<a class="btn btn-secondary" href="/admin/products/54/delete">Supprimer</a>
admin-produits;conforme;tr[data-row-key="product:1"] > .fw-600;#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);normal;<td class="fw-600"> Le 280 </td>
admin-produits;conforme;tr[data-row-key="product:1"] > .muted:nth-child(2);#69707d;#ffffff;4,98;4.5:1;9.8pt (13px);normal;<td class="muted">Burgers</td>
admin-produits;conforme;tr[data-row-key="product:1"] > .table-num;#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);normal;<td class="table-num">6,80 EUR</td>
admin-produits;conforme;tr[data-row-key="product:1"] > .muted:nth-child(4);#69707d;#ffffff;4,98;4.5:1;9.8pt (13px);normal;<td class="muted">10%</td>
admin-produits;conforme;.a11y-toggle__icon;#1a1a1a;#ffffff;17,4;4.5:1;11.3pt (15px);bold;<span class="a11y-toggle__icon" aria-hidden="true">Aa</span>
admin-produits;conforme;.a11y-toggle__label;#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);bold;<span class="a11y-toggle__label">Police adaptée</span>
admin-produits-import;conforme;.topbar-user-avatar;#ffc72c;#1a1a1a;11,15;4.5:1;9.8pt (13px);bold;<div class="topbar-user-avatar">WA</div>
admin-produits-import;conforme;.topbar-user-name;#1a1a1a;#ffffff;17,4;4.5:1;10.5pt (14px);bold;<div class="topbar-user-name">Wakdo Admin</div>
admin-produits-import;conforme;.topbar-user-role;#69707d;#ffffff;4,98;4.5:1;8.3pt (11px);normal;<div class="topbar-user-role">Administrateur</div>
admin-produits-import;conforme;.sidebar-brand-name;#1a1a1a;#ffffff;17,4;3:1;15.8pt (21px);bold;<span class="sidebar-brand-name">Wak<span>do</span></span>
admin-produits-import;conforme;.sidebar-brand-name > span;#ae7f09;#ffffff;3,59;3:1;15.8pt (21px);bold;<span>do</span>
admin-produits-import;conforme;.sidebar-section:nth-child(2) > .sidebar-section-label;#69707d;#ffffff;4,98;4.5:1;8.3pt (11px);bold;<div class="sidebar-section-label">Vue d'ensemble</div>
admin-produits-import;conforme;a[href$="dashboard"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/dashboard" class="sidebar-item">Tableau de bord</a>
admin-produits-import;conforme;.sidebar-section:nth-child(3) > .sidebar-section-label;#69707d;#ffffff;4,98;4.5:1;8.3pt (11px);bold;<div class="sidebar-section-label">Catalogue</div>
admin-produits-import;conforme;a[href$="categories"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/categories" class="sidebar-item">Catégories</a>
admin-produits-import;conforme;.active;#1a1a1a;#fff3d1;15,74;4.5:1;11.3pt (15px);normal;<a href="/admin/products" class="sidebar-item active">Produits</a>
